GaTeBaSeP  E2BaSeP  BSVR-ARP  NBB(Naive Bayes Based) 
000 100 99 80 78
100 100 98 80 79
200 99 98 75 70
300 99 95 75 70
400 98 95 75 70
500 100 95 70 65
600 98 93 70 65
700 100 93 70 65
800 100 92 65 60
900 99 90 65 60
1000 100 90 65 60 
