GaTeBaSeP  E2BaSeP  BSVR-ARP  NBB(Naive Bayes Based) 
000 100 99 80 78
100 100 98 80 79
200 99 98 75 70
300 99 95 75 70
400 100 95 75 70
500 100 95 73 65
600 98 93 70 65
700 97 93 70 65
800 98 92 65 50
900 99 90 60 50
1000 98 90 60 50 
