GaTeBaSeP  EBB-ARP (Efficient Bayes Based)  NBB(Naive Bayes Based) BSR-ARP
000 100 100 100 100
10 100 98 1 1
20 100 98 1 1
30 98 90 1 1
40 99 70 1 1
50 100 60 1 1
60 97 100 1 1
70 100 100 1 1
80 100 60 1 1
90 99 50 1 1
100 98 100 1 1 
