1 	0   1   15  10   0   13
2 	0   0   1   1    0   1
3 	0 	0   0   1    1   0
4 	0 	0   1   2    0   0
5 	0 	0   1   2    0   0
6 	0 	1	3   2    3   0
7 	0 	1	5   5    3   0
8 	0 	2	8   6    4   0
9 	0 	2	10  9    5   0
10 	0 	2	12  11   5   0 
