GaTeBaSeP EBB-ARP (Efficient Bayes Based)  NBB(Naive Bayes Based) BSR-ARP
0 1 1 1 1
52 87 52 2 15  
52 86 52 2 10
52 85 52 5 8
52 83 52 2 5
53 82 53 10 12
53 80 53 14 15
53 78 53 18 8
54 75 54 5 20
55 71 55 8 10
56 67 56 7 4 
